,event_date,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,country_name,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,longitude,latitude,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipcover,windgust,windspeed,winddir,pressure,cloudcover,visibility,moonphase,conditions,stations,elevation,continent,season,treecover2000,loss,gain,soil_texture_0,soil_texture_10,soil_texture_30,soil_texture_60,soil_texture_100,soil_texture_200,population_density_2000,population_density_2005,population_density_2010,population_density_2015,population_density_2020
1792,2010-07-23 00:00:00,"Tan Phuong commune(?), Yen Bai province","The eye of Storm Chanthu was above China's Guangxi Zhuang Province, about 70km northeast of Viet Nam's northern Cao Bang Province, yesterday triggering heavy rain, flash floods and landslides in the northern highlands.   It also damaged four bridges and caused eight landslides in Tan Phuong Commune, Yen Bai Province.  The landslides damaged several irrigation systems and halted traffic","Tan Phuong commune(?), Yen Bai province",unknown,landslide,downpour,medium,unknown,0.0,0.0,Vietnam,Y n Bái,0,Sơn Thịnh,16.63269,104.4591,21.6429,27.7,23.2,25.1,30.5,23.2,25.8,22.7,87.09,13.0,25.0,50.95586533403471,14.4,188.3,1001.7,90.0,18.8,0.47,"Rain, Partially cloudy",['48806099999'],454.0,Asia,summer,35,0.0,0,ClLo,ClLo,ClLo,ClLo,ClLo,ClLo,113.22433471679688,118.19216918945312,122.45685577392578,126.90591430664062,129.63124084472656
1796,2010-07-24 00:00:00,Lao Cai province,"Due to cold spell of air circulation, the mountainous northern provinces experienced heavy fall of rain, flood and landslides, causing six deaths and losses of vegetables.  In the northern province of Lao Cai, another landslide claimed the life of three year old Vang Thi Lau who was swept away and not yet found, bringing the death toll up to six.",Lao Cai province,unknown,landslide,downpour,medium,unknown,1.0,0.0,Vietnam,Lào Cai,138622,Sa Pá,13.19779,103.9618,22.2931,28.2,25.6,27.1,34.0,25.6,30.5,25.5,91.23,10.1,37.5,50.95586533403471,10.8,160.0,1002.3,100.0,6.5,0.49,"Rain, Overcast",['48803099999'],1041.0,Asia,summer,64,0.0,0,ClLo,ClLo,ClLo,ClLo,ClLo,ClLo,78.78826904296875,80.09456634521484,80.81463623046875,81.56078338623047,81.13379669189453
1797,2010-07-24 00:00:00,"Na Tri commune(?), Xin Man district, Ha Giang province","Heavy downpour and flash floods on July 24 caused landslides and killed two local residents in the northern mountain province of Ha Giang.  Three hours earlier, heavy rains accompanied by strong winds also caused a landslide in Na Tri commune, Xin Man district. Hundreds of earth and rocks fell down and flattened nurse Nguyen Thi Thu Hien’s house. The 26-year-old nurse died immediately. ","Na Tri commune(?), Xin Man district, Ha Giang province",25km,landslide,tropical_cyclone,medium,unknown,1.0,0.0,Vietnam,Hà Giang,0,Thị Trấn Vinh Quang,13.272,104.5595,22.6966,28.2,25.6,27.1,34.0,25.6,30.5,25.5,91.23,10.1,37.5,50.95586533403471,10.8,160.0,1002.3,100.0,6.5,0.49,"Rain, Overcast",['48803099999'],1101.0,Asia,summer,0,0.0,0,ClLo,ClLo,ClLo,ClLo,ClLo,ClLo,85.99724578857422,94.27586364746094,102.579833984375,111.64205169677734,119.76301574707033
1820,2010-07-29 00:00:00,"Provincial Road 257, Bac Kan province","Landslides caused by seven-hour heavy rain in the northern mountainous province of Bac Kan from Wednesday to Thursday led to traffic jams on Provincial Road 257 for eight hours, said local authorities. The 2,300 cubic metre landslides took 20 local workers more than eight hours to clear. Damage in the two affected communes was estimated at VND3 billion ($158,000), but no casualties were reported.","Provincial Road 257, Bac Kan province",50km,landslide,downpour,medium,unknown,0.0,0.0,Vietnam,Bắc Kạn,17701,Bắc Kạn,10.16713,105.7412,22.1183,32.2,25.2,28.1,43.2,25.2,32.8,25.7,87.28,18.0,25.0,50.95586533403471,10.8,140.0,1004.6,96.3,15.3,0.55,"Rain, Overcast",['48808099999'],253.0,Asia,summer,96,0.0,0,ClLo,ClLo,ClLo,ClLo,ClLo,ClLo,53.18100738525391,54.93868637084961,56.33074951171875,57.7719612121582,58.40066146850586
1873,2010-08-17 00:00:00,Quang Ninh province,"August, 19 2010 10:06:00  HA NOI — Prolonged heavy rain triggered a landslide that has killed three people in northern Quang Ninh Province. (Uncertain date: August 15 - 18th)",Quang Ninh province,unknown,landslide,downpour,medium,unknown,3.0,0.0,Vietnam,Quảng Ninh,135477,Cẩm Phả Mines,33.40841,107.3397,21.3161,26.5,24.6,25.7,26.5,24.6,25.7,24.8,94.52,0.0,0.0,50.95586533403471,7.2,220.0,1008.1,97.5,12.5,0.29,Overcast,['48838099999'],159.0,Asia,summer,72,0.0,0,ClLo,ClLo,ClLo,ClLo,ClLo,ClLo,66.73176574707031,71.21279907226562,75.42738342285156,79.91059112548828,83.44659423828125
1910,2010-08-22 00:00:00,"Che Cu Nha Commune(?), Mu Cang Chai District, Yen Bai province","8/23/2010 9:40   Seven people were reported missing when a landslide occurred in the northern province of Yen Bai Sunday, according to a local official.  The incident happened in Che Cu Nha Commune of Mu Cang Chai District on a day with no rain, Vu Tien Duc, Deputy Secretary of Mu Cang Chai’s Party Unit, said Sunday.  It buried seven locals aged between seven and 40-years-old who were harvesting corn at the time, according to Duc.  The landslide was probably caused by rain water that had accumulated over the past few days, he added.","Che Cu Nha Commune(?), Mu Cang Chai District, Yen Bai province",25km,landslide,rain,medium,unknown,7.0,0.0,Vietnam,Y n Bái,0,Thị Trấn Mù Cang Chải,12.03639,104.1608,21.7653,28.6,22.4,24.9,31.1,22.4,25.5,21.5,82.12,2.0,12.5,50.95586533403471,10.8,153.3,1008.6,86.3,17.5,0.48,"Rain, Partially cloudy",['48806099999'],1371.0,Asia,summer,92,0.0,0,ClLo,ClLo,ClLo,ClLo,ClLo,ClLo,38.80839157104492,40.51115036010742,41.972904205322266,43.49784469604492,44.43197250366211
2000,2010-09-15 00:00:00,"Mong Sen bridge(?), National Highway 4D, between Lao Cai city and Sapa, ","September, 17 2010 10:29:35  Landslide blocks road from Lao Cai to Sapa  LAO CAI — Heavy rain caused landslides along a section of National Highway 4D between the northern Lao Cai City and Sapa on Wednesday, which prevented vehicles from travelling.  Thousands of cubic metres of soil and stone fell 80 metres onto Mong Sen Bridge.","Mong Sen bridge(?), National Highway 4D, between Lao Cai city and Sapa, ",5km,landslide,downpour,medium,unknown,0.0,0.0,Vietnam,Lào Cai,36502,Lào Cai,9.40031,103.9155,22.4179,26.2,23.7,24.7,26.2,23.7,24.8,23.6,93.41,20.0,37.5,50.95586533403471,7.2,180.0,1010.8,98.8,9.0,0.26,"Rain, Overcast",['48803099999'],668.0,Asia,summer,12,0.0,0,Lo,ClLo,ClLo,ClLo,ClLo,ClLo,74.73136138916016,75.97039031982422,76.65338897705078,77.36111450195312,76.95610046386719
2072,2010-10-03 00:00:00,"roads and rails between north and south Vietnam, between Dong Hoi rail station and next stop(?),  Quang Binh province","In Vietnam, 11 bodies were recovered in the worst-hit province of Quang Binh, where authorities were also searching for five sailors from a sunken barge, disaster official Nguyen Ngoc Giai said. At least seven other bodies were found in Ha Tinh province, five in Nghe An and three in Quang Tri, officials there reported, as floodwaters slowly started to recede. Unclear date (10/1 - 10/4)","roads and rails between north and south Vietnam, between Dong Hoi rail station and next stop(?),  Quang Binh province",50km,landslide,downpour,medium,unknown,0.0,0.0,Vietnam,Quảng Bình,31040,Kwang Binh,3.95187,106.593,17.4468,27.4,24.9,26.4,31.7,24.9,27.9,24.9,91.82,86.9,50.0,50.95586533403471,39.6,52.9,1007.4,100.0,9.6,0.88,"Rain, Overcast",['48848099999'],11.0,Asia,autumn,0,0.0,0,Lo,Lo,SaClLo,SaClLo,SaClLo,ClLo,565.9489135742188,583.3114624023438,596.7182006835938,610.579833984375,615.8070678710938
2077,2010-10-04 00:00:00,"Highway No8A, Huong Son District ","As many as 18 landslides along Highway No8A had occurred, blocking traffic and drainage systems in Huong Son District for hours. Nearly 100 workers were mobilised to clear the roads and keep watch around the clock to ensure people's safety. In Quang Tri Province, heavy rainfall destroyed 36 houses, seriously damaged two drainage systems and blocked main roads including Highway No9 and Ho Chi Minh Road. More than 1,000ha of subsidiary crops in Thua Thien-Hue Province were swept away and hundreds of hectares of aquaculture breeding facilities flooded.","Highway No8A, Huong Son District ",10km,landslide,downpour,medium,unknown,0.0,0.0,Vietnam,Hà Tĩnh,0,Đức Thọ,8.62327,105.663,18.5554,24.9,20.9,22.8,24.9,20.9,22.8,20.0,84.9,35.1,50.0,50.95586533403471,18.0,298.5,1009.2,100.0,9.7,0.93,"Rain, Overcast","['48845099999', '48846099999']",5.0,Asia,autumn,0,0.0,0,ClLo,ClLo,ClLo,ClLo,ClLo,ClLo,564.6914672851562,555.12158203125,541.6397705078125,528.6123046875,508.5024719238281
2122,2010-10-17 00:00:00,"A Lưới : October 20, 2010 -- Updated 1618 GMT (0018 HKT)  The death toll from the latest round of heavy rain and flooding in central Vietnam continue*","October 20, 2010 -- Updated 1618 GMT (0018 HKT)  The death toll from the latest round of heavy rain and flooding in central Vietnam continues to soar, with 46 people killed and 21 missing, state-run media report.  Rescuers were able to save 18 people whose bus was swept away Monday on the north-south highway 1A through Ha Tinh Province, but 19 people remain unaccounted for, according to VietNamNet.  The homes of 200,000 people are underwater in Nghe An, Ha Tinh and Quang Bing provinces because of floods caused by storms that began October 14, official media report. On Sunday alone, about 30 inches of rain fell in parts of the country.  A flood and landslide warning remains in effect for much of the region, with water levels dangerously high in the Ca River in Nghe An province and the Ngan Sau River in Ha Tinh province. Landslides have already dumped tons of dirt and debris, clogging the Pe Ke mountain pass and parts of the Ho Chi Minh Highway.","Thừa Thi n-Huế, Vietnam",50km,landslide,downpour,medium,unknown,0.0,0.0,Vietnam,Thừa Thi n-Huế,0,A Lưới,8.18565,107.2806,16.2137,32.0,26.1,28.9,44.1,26.1,36.1,27.0,90.12,3.0,4.35,50.95586533403471,13.0,160.9,1007.7,90.7,10.6,0.37,"Rain, Overcast","['48852099999', 'VVPB']",578.0,Asia,autumn,89,1.0,0,ClLo,ClLo,ClLo,Cl,ClLo,ClLo,34.05790710449219,34.734230041503906,35.15951919555664,35.59856414794922,35.526390075683594
2183,2010-11-01 00:00:00,"Temple of Quang Trung(?), Trung Do ward(?), base of mountains Chau E(?) and Dung Quyet(?), near Thuy Bang commune, Thua Thien-Hue province","Landslides are threatening about 50 households at the base of Chau E Mountain in Thua Thien- Hue Province.  Rain and mudslides have already wiped out the Temple of Quang Trung, devoted to the second emperor of the Tay Son dynasty in the 18th century.  The emperor's temple, in Trung Do Ward, and many old tombs were destroyed by mud and earth sliding down from Dung Quyet Mountain.  A representative from the Thuy Bang Commune People's Committee, Le Van Tuan, said a cultural house worth about VND150 million (US$7,650) had collapsed after one night of heavy rain.  ""The structure of the land is becoming weaker and weaker. If the torrential rain doesn't stop in the next days, about 10 households face being buried,"" Tuan said. In 1999, five families were forced to move to avoid landslides.","Temple of Quang Trung(?), Trung Do ward(?), base of mountains Chau E(?) and Dung Quyet(?), near Thuy Bang commune, Thua Thien-Hue province",unknown,mudslide,downpour,medium,unknown,0.0,0.0,Vietnam,Thừa Thi n-Huế,287217,Huế,9.62375,107.5989,16.375,25.0,20.5,21.3,25.0,20.5,21.3,19.6,89.99,13.48,12.5,50.95586533403471,20.5,185.1,1014.4,94.0,3.6,0.86,"Rain, Overcast","['48855099999', 'VVDN', '48852099999', 'VVPB']",6.0,Asia,autumn,0,0.0,0,ClLo,ClLo,ClLo,ClLo,ClLo,ClLo,214.15798950195312,218.4107208251953,221.08497619628903,223.8456878662109,223.39187622070312
2191,2010-11-04 00:00:00,"Son Binh bridge(?) over To Hap river, Provincial road 9, isolating Son Lam(?) and Thanh Son(?) communes, Khanh Son district, Khanh Hoa district","Last updated: 11/14/2010 19:35   Around 6,000 people in Khanh Hoa Province’s mountainous Khanh Son District have been isolated for the last ten days as landslides destroyed many road sections and a bridge, a local newswire has reported.  The Provincial Road No. 9, which runs along the mountain cliffs in the district, has many of its sections seriously eroded, VnExpress reported Saturday. At one place, the road has a 20-meter-long and seven-meter wide hole.  The Son Binh Bridge which crosses To Hap River to connect the two communes of Son Lam and Thanh Son with To Hap Town, has collapsed.","Son Binh bridge(?) over To Hap river, Provincial road 9, isolating Son Lam(?) and Thanh Son(?) communes, Khanh Son district, Khanh Hoa district",25km,landslide,downpour,medium,unknown,0.0,0.0,Vietnam,Khánh Hòa,146771,Cam Ranh,20.07161,108.9881,11.989,25.9,23.7,24.7,25.9,23.7,24.7,22.2,86.2,8.4,25.0,50.95586533403471,18.0,281.3,1009.9,98.8,16.9,0.98,"Rain, Overcast",['48877099999'],455.0,Asia,autumn,59,0.0,0,ClLo,ClLo,ClLo,Cl,Cl,ClLo,56.78200912475586,60.13834762573242,63.21755599975586,66.47039794921875,68.88868713378906
2210,2010-11-07 00:00:00,"NH1, Chi Thanh town, Tuy An district, Phu Yen province","Landslides hit central Vietnam hard, Phu Yen declares emergency  Last updated: 11/13/2010 11:20  National Way No.1A has been severely damaged by landslides in the central province of Phu Yen.  Authorities in the central province of Phu Yen on Friday announced a state of emergency as landslides triggered by heavy rains badly damaged a section of the National Way 1A.  Pham Dinh Cu, chairman of Phu Yen’s People’s Committee, said landslides had hit more than one-third of the section or nearly 100 meters of the road in Tuy An District, and were threatening to spread the damage further.  At the moment, vehicles are only being allowed to move in one direction of the main road only.  In the announcement, Cu asked the district’s authorities to evacuate locals from the landslide-stricken areas, and ordered traffic police to be on duty twenty-four-seven to manage traffic.  The provincial authorities also urged the Directorate for Roads of Vietnam’s Roads Management Area No.5, which is in charge o","NH1, Chi Thanh town, Tuy An district, Phu Yen province",5km,landslide,downpour,medium,unknown,0.0,0.0,Vietnam,Phú Y n,94066,Sông Cầu,15.35403,109.2094,13.3114,25.1,23.7,24.4,25.1,23.7,24.5,23.7,95.53,131.1,50.0,50.95586533403471,14.4,330.0,1011.1,100.0,4.0,0.01,"Rain, Overcast",['48870099999'],75.0,Asia,autumn,4,0.0,0,Lo,ClLo,ClLo,ClLo,ClLo,ClLo,295.9163818359375,309.5914001464844,321.4802551269531,333.90582275390625,341.8399353027344
2213,2010-11-09 00:00:00,"highway 1A, Phong Thai village(?), An Linh commune(?), Tuy An district, Phu Yen province","A serious landslide in Phu Yen Province's Tuy An District on Tuesday damaged a section of National Highway 1A and destroyed 25 houses in the mountainous commune of An Linh.  According to local officials, another 55 households in the area are at risk of further landslides.  Many families in the commune's Phong Thai village have moved their families to the nearby market to stay for fear their houses will be destroyed.","highway 1A, Phong Thai village(?), An Linh commune(?), Tuy An district, Phu Yen province",50km,landslide,downpour,large,unknown,0.0,0.0,Vietnam,Phú Y n,94066,Sông Cầu,15.36764,109.2154,13.3111,24.2,22.9,23.4,24.2,22.9,23.4,22.3,93.92,90.2,50.0,50.95586533403471,18.0,315.0,1013.5,100.0,6.3,0.06,"Rain, Overcast",['48870099999'],25.0,Asia,autumn,0,0.0,0,ClLo,ClLo,ClLo,ClLo,ClLo,ClLo,295.9163818359375,309.5914001464844,321.4802551269531,333.90582275390625,341.8399353027344
2214,2010-11-11 00:00:00,"road between Tra Bong and Tra Thanh districts, Quang Ngai","Also in Quang Ngai, a massive landslide blocked traffic on the road connecting Tra Bong and Tra Thanh Districts as well as roads in Tay Tra District.","road between Tra Bong and Tra Thanh districts, Quang Ngai",unknown,landslide,downpour,medium,above_road,0.0,0.0,Vietnam,Quảng Ngãi,0,Trà Bồng,10.50809,108.3008,15.3012,22.6,21.4,22.0,22.6,21.4,22.1,21.6,97.16,0.0,0.0,50.95586533403471,7.2,320.0,1012.4,100.0,7.0,0.14,Overcast,['48863099999'],213.0,Asia,autumn,86,1.0,0,ClLo,ClLo,ClLo,ClLo,ClLo,ClLo,44.53559112548828,45.3038444519043,45.74129104614258,46.19405746459961,45.98252487182617
2216,2010-11-11 00:00:00,"provincial highway 622b, Tay Tra district(?), Quang Ngai","The same day in Tay Tra District, traffic on Tra Trung – Di Lang Road was blocked with over 200 cubic meters falling down from a nearby mountain . The landslide also occurred in some spots of the provincial highway 622B, section across the district.","provincial highway 622b, Tay Tra district(?), Quang Ngai",10km,landslide,downpour,medium,unknown,0.0,0.0,Vietnam,Quảng Ngãi,0,Sơn Tịnh,10.66081,108.7103,15.2074,22.6,21.4,22.0,22.6,21.4,22.1,21.6,97.16,0.0,0.0,50.95586533403471,7.2,320.0,1012.4,100.0,7.0,0.14,Overcast,['48863099999'],24.0,Asia,autumn,0,0.0,0,SaClLo,SaClLo,SaClLo,SaClLo,SaClLo,SaClLo,579.3997192382812,585.6747436523438,587.5979614257812,589.6690673828125,583.2644653320312
2217,2010-11-11 00:00:00,"Son Tay commune(?), road between Di Lang and Tra Trung(?), Tay Tra district(?), Quang Ngai","The same day in Tay Tra District, traffic on Tra Trung – Di Lang Road was blocked with over 200 cubic meters falling down from a nearby mountain . The landslide also occurred in some spots of the provincial highway 622B, section across the district.","Son Tay commune(?), road between Di Lang and Tra Trung(?), Tay Tra district(?), Quang Ngai",25km,landslide,downpour,medium,unknown,0.0,0.0,Vietnam,Quảng Ngãi,0,Sơn Hà,2.29102,108.4489,15.0376,22.6,21.4,22.0,22.6,21.4,22.1,21.6,97.16,0.0,0.0,50.95586533403471,7.2,320.0,1012.4,100.0,7.0,0.14,Overcast,['48863099999'],130.0,Asia,autumn,99,1.0,0,ClLo,ClLo,ClLo,ClLo,ClLo,ClLo,91.49559783935548,92.4865264892578,92.79022979736328,93.1172866821289,92.10590362548828
2219,2010-11-11 15:00:00,"Soi Mu mountain(?), DT 618 road to Ky Ha port, Tam Quang commune, Nui Thanh district, Quang Nam","Friday ,Nov 12,2010, Posted at: 13:17(GMT+7)  Mountain landslides pummels Quang Nam  During heavy rains, a big amount of soil and stone from Soi Mu Mountain fell into _T 618 Road to disconnect 1A Highway to Ky Ha Port, in the central province of Quang Nam on November 11 afternoon. Mountain landslide cuts off traffic on D9T618 Road in Tam Quang Commune, Nui Thanh District, Quang Nam Province on November 11 (Photo: SGGP)  A 100 meter stretch of the road was covered under two to ten meters of soil and stone, estimated at over 3,000 cubic meters in Tam Quang Commune, Nui Thanh District.  The commune official Le Tan Quang told the landslide buried him while he was travelling by motorcycle on the road at that time. Fortunately, he was just slightly injured.","Soi Mu mountain(?), DT 618 road to Ky Ha port, Tam Quang commune, Nui Thanh district, Quang Nam",5km,landslide,downpour,medium,above_road,0.0,1.0,Vietnam,Quảng Nam,0,Núi Thành,2.76664,108.6849,15.4546,22.6,21.4,22.0,22.6,21.4,22.1,21.6,97.16,0.0,0.0,50.95586533403471,7.2,320.0,1012.4,100.0,7.0,0.14,Overcast,['48863099999'],29.0,Asia,autumn,0,0.0,0,ClLo,ClLo,ClLo,ClLo,ClLo,ClLo,278.1957092285156,282.99468994140625,285.72723388671875,288.5554504394531,287.2341003417969
2225,2010-11-15 00:00:00,"roads from Binh Son district to route 1A, Quang Ngai","Updated November, 16 2010 09:40:10  QUANG NGAI — Torrential rain and floods left at least two dead and 11 injured, submerged multiple houses and blocked roads in Quang Ngai and Quang Nam provinces yesterday.  According to the Quang Ngai Province Committee for Flood and Storm Control, Binh Son District was the worst hit region.  ... Floods also caused landslides and blocked traffic routes linking Binh Son District with National Highway 1A.","roads from Binh Son district to route 1A, Quang Ngai",25km,landslide,downpour,medium,unknown,0.0,0.0,Vietnam,Quảng Nam,0,Núi Thành,11.20274,108.6591,15.3307,26.9,22.7,24.4,29.6,22.7,25.1,23.4,94.65,0.0,0.0,50.95586533403471,7.2,310.0,1014.3,97.5,9.0,0.33,Overcast,['48863099999'],35.0,Asia,autumn,0,0.0,0,ClLo,ClLo,ClLo,ClLo,ClLo,ClLo,376.9602966308594,381.0428771972656,382.2941284179688,383.6415710449219,379.4747314453125
2227,2010-11-16 00:00:00,"Go Rin village(?), Son Tan commune(?), Son Ha district, Ka Lang mountain(?), Quang Ngai province","After a big noise, thousands of cubic meters of soil and stone from Ka Lang mountain rushed down Go Rin village in the central province of Quang Ngai. Four people were buried in soil on November 16. One girl died.  Two days after the catastrophe, the village was still covered by a miserable atmosphere. The traces of the landslide were everywhere.  Go Rin village is located in a ravine, with 40 households totaling nearly 200 people. After the incident, red mud covered the entire village. A house collapsed, killing a 10-year-old girl.  Three other houses were also collapsed, injuring three people. ...  Villagers said the mountain broke after prolonged rains. A new crack of 300 meter long, over 0.5 meter wide has appeared in the mount. Local residents have to move out of their houses to live in tents.  -----  Nov 16, 2010  HANOI, Vietnam — Disaster officials say new flooding and landslides in central Vietnam have killed 11 people, bringing the death toll over the past six weeks to 178.  D","Go Rin village(?), Son Tan commune(?), Son Ha district, Ka Lang mountain(?), Quang Ngai province",25km,landslide,downpour,medium,unknown,1.0,0.0,Vietnam,Quảng Ngãi,0,Sơn Hà,13.14788,108.5747,15.1029,24.7,22.9,24.0,24.7,22.9,24.0,23.4,96.75,0.0,0.0,50.95586533403471,10.8,227.5,1013.2,100.0,6.5,0.38,Overcast,['48863099999'],35.0,Asia,autumn,0,0.0,0,ClLo,ClLo,ClLo,ClLo,ClLo,ClLo,91.49561309814452,92.48653411865234,92.79022979736328,93.11730194091795,92.1059112548828
2228,2010-11-16 00:00:00,Quang Nam province,"Landslides also occurred in several mountainous districts of Quang Nam Province,",Quang Nam province,unknown,landslide,downpour,medium,unknown,0.0,0.0,Vietnam,Quảng Nam,0,Doug An,13.76047,107.9887,15.608,25.0,24.0,24.9,25.0,24.0,24.9,21.9,83.72,7.1,8.33,40.7,27.7,49.4,1014.1,90.8,6.5,0.38,"Rain, Overcast","['48855099999', 'VVDN']",212.0,Asia,autumn,95,0.0,0,SaClLo,SaClLo,ClLo,ClLo,ClLo,ClLo,66.29684448242188,67.44048309326172,68.0916748046875,68.76567840576172,68.45079040527344
